dataset_id,asset_path,file_size_GB,license,error,subject_id,species,age,session_id,session_start_time,well_id,has_raw_ElectricalSeries,n_ElectricalSeries,sampling_rate_Hz,duration_s,raw_dtype,electrode_geometry_cols,electrode_pitch_raw_units,n_electrodes,has_Units,n_units
001603,sub-HO3/sub-HO3_ses-20250926T121746.nwb,0.0091,spdx:CC-BY-4.0,,HO3,Homo sapiens,P6M,,2025-09-26 12:17:46.759108-07:00,,False,0,,,,,,,True,49.0
001603,sub-HO3/sub-HO3_ses-20250929T121914.nwb,0.0214,spdx:CC-BY-4.0,,HO3,Homo sapiens,P8MT4H,,2025-09-29 12:19:14.974871-07:00,,False,0,,,,,,,True,117.0
001603,sub-HO3/sub-HO3_ses-20250926T121244_ecephys.nwb,2.3529,spdx:CC-BY-4.0,,HO3,Homo sapiens,P8MT4H,,2025-09-26 12:12:44.207922-07:00,,True,1,20000.0,180.15,uint16,"rel_x,rel_y",35.0,1020.0,False,
001603,sub-HO4/sub-HO4_ses-20250924T002126.nwb,0.0225,spdx:CC-BY-4.0,,HO4,Homo sapiens,P7M,,2025-09-24 00:21:26.473466-07:00,,False,0,,,,,,,True,123.0
001603,sub-HO3/sub-HO3_ses-20250926T121259_ecephys.nwb,2.3283,spdx:CC-BY-4.0,,HO3,Homo sapiens,P8M,,2025-09-26 12:12:59.477056-07:00,,True,1,20000.0,180.0,uint16,"rel_x,rel_y",35.0,1020.0,False,
001603,sub-HO3/sub-HO3_ses-20250924T011903_ecephys.nwb,2.3541,spdx:CC-BY-4.0,,HO3,Homo sapiens,P7M,,2025-09-24 01:19:03.443016-07:00,,True,1,20000.0,180.0,uint16,"rel_x,rel_y",35.0,1020.0,False,
001603,sub-HO3/sub-HO3_ses-20250926T121253_ecephys.nwb,2.364,spdx:CC-BY-4.0,,HO3,Homo sapiens,P6M,,2025-09-26 12:12:53.806427-07:00,,True,1,20000.0,180.08,uint16,"rel_x,rel_y",35.0,1020.0,False,
001603,sub-HO7/sub-HO7_ses-20250924T002328.nwb,0.0183,spdx:CC-BY-4.0,,HO7,Homo sapiens,P100D,,2025-09-24 00:23:28.791901-07:00,,False,0,,,,,,,True,30.0
001603,sub-HO8/sub-HO8_ses-20250924T002134.nwb,0.0213,spdx:CC-BY-4.0,,HO8,Homo sapiens,P100D,,2025-09-24 00:21:34.207278-07:00,,False,0,,,,,,,True,35.0
001603,sub-HO5/sub-HO5_ses-20250924T002125.nwb,0.1857,spdx:CC-BY-4.0,,HO5,Homo sapiens,P100D,,2025-09-24 00:21:25.790159-07:00,,False,0,,,,,,,True,308.0
001603,sub-M1S1/sub-M1S1_ses-20250924T002231.nwb,0.053,spdx:CC-BY-4.0,,M1S1,Mus musculus,P13D,,2025-09-24 00:22:31.624299-07:00,,False,0,,,,,,,True,139.0
001603,sub-HO3/sub-HO3_ses-20250929T124246_ecephys.nwb,2.3541,spdx:CC-BY-4.0,,HO3,Homo sapiens,P7M,,2025-09-29 12:42:46.441140-07:00,,True,1,20000.0,180.0,uint16,"rel_x,rel_y",35.0,1020.0,False,
001603,sub-HO6/sub-HO6_ses-20250924T002106.nwb,0.0304,spdx:CC-BY-4.0,,HO6,Homo sapiens,P100D,,2025-09-24 00:21:06.493410-07:00,,False,0,,,,,,,True,50.0
001603,sub-M2S1/sub-M2S1_ses-20250924T002251.nwb,0.2589,spdx:CC-BY-4.0,,M2S1,Mus musculus,P13D,,2025-09-24 00:22:51.158788-07:00,,False,0,,,,,,,True,220.0
001603,sub-HO4/sub-HO4_ses-20250924T011900_ecephys.nwb,2.1781,spdx:CC-BY-4.0,,HO4,Homo sapiens,P7M,,2025-09-24 01:19:00.331350-07:00,,True,1,20000.0,180.0,uint16,"rel_x,rel_y",35.0,1020.0,False,
001603,sub-M1S2/sub-M1S2_ses-20250924T002246.nwb,0.8466,spdx:CC-BY-4.0,,M1S2,Mus musculus,P13D,,2025-09-24 00:22:46.392127-07:00,,False,0,,,,,,,True,411.0
001603,sub-M2S2/sub-M2S2_ses-20250924T002239.nwb,0.1969,spdx:CC-BY-4.0,,M2S2,Mus musculus,P13D,,2025-09-24 00:22:39.691209-07:00,,False,0,,,,,,,True,101.0
001603,sub-M3S1/sub-M3S1_ses-20250924T002240.nwb,0.0619,spdx:CC-BY-4.0,,M3S1,Mus musculus,P13D,,2025-09-24 00:22:40.863879-07:00,,False,0,,,,,,,True,71.0
001603,sub-M1S1/sub-M1S1_ses-20250924T011941_ecephys.nwb,4.7747,spdx:CC-BY-4.0,,M1S1,Mus musculus,P13D,,2025-09-24 01:19:41.450072-07:00,,True,1,20000.0,378.07,uint16,"rel_x,rel_y",35.0,1020.0,False,
001603,sub-M3S2/sub-M3S2_ses-20250924T002246.nwb,0.0377,spdx:CC-BY-4.0,,M3S2,Mus musculus,P13D,,2025-09-24 00:22:46.343908-07:00,,False,0,,,,,,,True,17.0
001603,sub-M2S1/sub-M2S1_ses-20250924T012017_ecephys.nwb,12.5266,spdx:CC-BY-4.0,,M2S1,Mus musculus,P13D,,2025-09-24 01:20:17.709198-07:00,,True,1,20000.0,1166.9,uint16,"rel_x,rel_y",17.5,839.0,False,
001603,sub-MO1/sub-MO1_ses-20250924T002133.nwb,0.0627,spdx:CC-BY-4.0,,MO1,Mus musculus,P45D,,2025-09-24 00:21:33.614475-07:00,,False,0,,,,,,,False,
001603,sub-M2S2/sub-M2S2_ses-20250924T012057_ecephys.nwb,20.811,spdx:CC-BY-4.0,,M2S2,Mus musculus,P13D,,2025-09-24 01:20:57.460225-07:00,,True,1,20000.0,1939.98,uint16,"rel_x,rel_y",17.5,841.0,False,
001603,sub-MO10/sub-MO10_ses-20250924T002134.nwb,0.0285,spdx:CC-BY-4.0,,MO10,Mus musculus,P45D,,2025-09-24 00:21:34.935064-07:00,,False,0,,,,,,,True,45.0
001603,sub-MO10/sub-MO10_ses-20250924T002156.nwb,0.0281,spdx:CC-BY-4.0,,MO10,Mus musculus,P45D,,2025-09-24 00:21:56.965342-07:00,,False,0,,,,,,,True,45.0
001603,sub-MO1/sub-MO1_ses-20250924T011912_ecephys.nwb,7.6166,spdx:CC-BY-4.0,,MO1,Mus musculus,P45D,,2025-09-24 01:19:12.268850-07:00,,True,1,20000.0,606.43,uint16,"rel_x,rel_y",17.5,976.0,False,
001603,sub-MO10/sub-MO10_ses-20250924T002210.nwb,0.0296,spdx:CC-BY-4.0,,MO10,Mus musculus,P45D,,2025-09-24 00:22:10.599841-07:00,,False,0,,,,,,,True,45.0
001603,sub-M3S1/sub-M3S1_ses-20250924T012016_ecephys.nwb,13.1234,spdx:CC-BY-4.0,,M3S1,Mus musculus,P13D,,2025-09-24 01:20:16.956976-07:00,,True,1,20000.0,861.7,uint16,"rel_x,rel_y",35.0,1018.0,False,
001603,sub-M1S2/sub-M1S2_ses-20250924T012049_ecephys.nwb,20.3376,spdx:CC-BY-4.0,,M1S2,Mus musculus,P13D,,2025-09-24 01:20:49.410043-07:00,,True,1,20000.0,2044.08,uint16,"rel_x,rel_y",35.0,767.0,False,
001603,sub-MO11/sub-MO11_ses-20250924T002141.nwb,0.012,spdx:CC-BY-4.0,,MO11,Mus musculus,P45D,,2025-09-24 00:21:41.222163-07:00,,False,0,,,,,,,True,18.0
001603,sub-MO11/sub-MO11_ses-20250924T002143.nwb,0.0118,spdx:CC-BY-4.0,,MO11,Mus musculus,P45D,,2025-09-24 00:21:43.325451-07:00,,False,0,,,,,,,True,18.0
001603,sub-MO11/sub-MO11_ses-20250924T002148.nwb,0.0114,spdx:CC-BY-4.0,,MO11,Mus musculus,P45D,,2025-09-24 00:21:48.294091-07:00,,False,0,,,,,,,True,18.0
001603,sub-M3S2/sub-M3S2_ses-20250924T012228_ecephys.nwb,28.0099,spdx:CC-BY-4.0,,M3S2,Mus musculus,P13D,,2025-09-24 01:22:28.867124-07:00,,True,1,20000.0,2187.01,uint16,"rel_x,rel_y",35.0,947.0,False,
001603,sub-MO10/sub-MO10_ses-20250924T011945_ecephys.nwb,7.6776,spdx:CC-BY-4.0,,MO10,Mus musculus,P45D,,2025-09-24 01:19:45.448207-07:00,,True,1,20000.0,612.67,uint16,"rel_x,rel_y",17.5,936.0,False,
001603,sub-MO10/sub-MO10_ses-20250924T011950_ecephys.nwb,7.5858,spdx:CC-BY-4.0,,MO10,Mus musculus,P45D,,2025-09-24 01:19:50.414940-07:00,,True,1,20000.0,602.91,uint16,"rel_x,rel_y",17.5,936.0,False,
001603,sub-MO12/sub-MO12_ses-20250924T002150.nwb,0.0147,spdx:CC-BY-4.0,,MO12,Mus musculus,P45D,,2025-09-24 00:21:50.553636-07:00,,False,0,,,,,,,True,22.0
001603,sub-MO12/sub-MO12_ses-20250924T002154.nwb,0.0136,spdx:CC-BY-4.0,,MO12,Mus musculus,P45D,,2025-09-24 00:21:54.078565-07:00,,False,0,,,,,,,True,22.0
001603,sub-MO11/sub-MO11_ses-20250924T011948_ecephys.nwb,7.8386,spdx:CC-BY-4.0,,MO11,Mus musculus,P45D,,2025-09-24 01:19:48.311172-07:00,,True,1,20000.0,613.93,uint16,"rel_x,rel_y",17.5,978.0,False,
001603,sub-MO10/sub-MO10_ses-20250924T011941_ecephys.nwb,7.5124,spdx:CC-BY-4.0,,MO10,Mus musculus,P45D,,2025-09-24 01:19:41.743951-07:00,,True,1,20000.0,608.71,uint16,"rel_x,rel_y",17.5,936.0,False,
001603,sub-MO11/sub-MO11_ses-20250924T011954_ecephys.nwb,7.6476,spdx:CC-BY-4.0,,MO11,Mus musculus,P45D,,2025-09-24 01:19:54.252273-07:00,,True,1,20000.0,601.94,uint16,"rel_x,rel_y",17.5,978.0,False,
001603,sub-MO13/sub-MO13_ses-20250924T002157.nwb,0.0134,spdx:CC-BY-4.0,,MO13,Mus musculus,P45D,,2025-09-24 00:21:57.740844-07:00,,False,0,,,,,,,True,21.0
001603,sub-MO13/sub-MO13_ses-20250924T002201.nwb,0.0134,spdx:CC-BY-4.0,,MO13,Mus musculus,P45D,,2025-09-24 00:22:01.185684-07:00,,False,0,,,,,,,True,21.0
001603,sub-MO13/sub-MO13_ses-20250924T002204.nwb,0.0132,spdx:CC-BY-4.0,,MO13,Mus musculus,P45D,,2025-09-24 00:22:04.378785-07:00,,False,0,,,,,,,True,21.0
001603,sub-MO12/sub-MO12_ses-20250924T011948_ecephys.nwb,6.0252,spdx:CC-BY-4.0,,MO12,Mus musculus,P45D,,2025-09-24 01:19:48.352000-07:00,,True,1,20000.0,601.56,uint16,"rel_x,rel_y",17.5,754.0,False,
001603,sub-MO12/sub-MO12_ses-20250924T011952_ecephys.nwb,6.0361,spdx:CC-BY-4.0,,MO12,Mus musculus,P45D,,2025-09-24 01:19:52.012031-07:00,,True,1,20000.0,607.62,uint16,"rel_x,rel_y",17.5,754.0,False,
001603,sub-MO11/sub-MO11_ses-20250924T012255_ecephys.nwb,8.0582,spdx:CC-BY-4.0,,MO11,Mus musculus,P45D,,2025-09-24 01:22:55.875642-07:00,,True,1,20000.0,619.38,uint16,"rel_x,rel_y",17.5,978.0,False,
001603,sub-MO14/sub-MO14_ses-20250924T002203.nwb,0.0362,spdx:CC-BY-4.0,,MO14,Mus musculus,P45D,,2025-09-24 00:22:03.345335-07:00,,False,0,,,,,,,True,57.0
001603,sub-MO14/sub-MO14_ses-20250924T002209.nwb,0.0384,spdx:CC-BY-4.0,,MO14,Mus musculus,P45D,,2025-09-24 00:22:09.221297-07:00,,False,0,,,,,,,True,57.0
001603,sub-MO14/sub-MO14_ses-20250924T002210.nwb,0.0358,spdx:CC-BY-4.0,,MO14,Mus musculus,P45D,,2025-09-24 00:22:10.228051-07:00,,False,0,,,,,,,True,57.0
001603,sub-MO12/sub-MO12_ses-20250924T012141_ecephys.nwb,6.2433,spdx:CC-BY-4.0,,MO12,Mus musculus,P45D,,2025-09-24 01:21:41.827334-07:00,,True,1,20000.0,620.9,uint16,"rel_x,rel_y",17.5,754.0,False,
001603,sub-MO13/sub-MO13_ses-20250924T012003_ecephys.nwb,6.1542,spdx:CC-BY-4.0,,MO13,Mus musculus,P45D,,2025-09-24 01:20:03.236168-07:00,,True,1,20000.0,604.47,uint16,"rel_x,rel_y",17.5,769.0,False,
001603,sub-MO13/sub-MO13_ses-20250924T012013_ecephys.nwb,6.3291,spdx:CC-BY-4.0,,MO13,Mus musculus,P45D,,2025-09-24 01:20:13.956036-07:00,,True,1,20000.0,613.76,uint16,"rel_x,rel_y",17.5,769.0,False,
001603,sub-MO2/sub-MO2_ses-20250924T002129.nwb,0.1208,spdx:CC-BY-4.0,,MO2,Mus musculus,P45D,,2025-09-24 00:21:29.697772-07:00,,False,0,,,,,,,False,
001603,sub-MO13/sub-MO13_ses-20250924T012020_ecephys.nwb,6.342,spdx:CC-BY-4.0,,MO13,Mus musculus,P45D,,2025-09-24 01:20:20.963610-07:00,,True,1,20000.0,602.01,uint16,"rel_x,rel_y",17.5,769.0,False,
001603,sub-MO3/sub-MO3_ses-20250924T002128.nwb,0.1411,spdx:CC-BY-4.0,,MO3,Mus musculus,P45D,,2025-09-24 00:21:28.478538-07:00,,False,0,,,,,,,False,
001603,sub-MO14/sub-MO14_ses-20250924T012008_ecephys.nwb,6.8919,spdx:CC-BY-4.0,,MO14,Mus musculus,P45D,,2025-09-24 01:20:08.992845-07:00,,True,1,20000.0,614.22,uint16,"rel_x,rel_y",17.5,819.0,False,
001603,sub-MO14/sub-MO14_ses-20250924T012031_ecephys.nwb,6.946,spdx:CC-BY-4.0,,MO14,Mus musculus,P45D,,2025-09-24 01:20:31.729891-07:00,,True,1,20000.0,622.05,uint16,"rel_x,rel_y",17.5,819.0,False,
001603,sub-MO4/sub-MO4_ses-20250924T002117.nwb,0.1175,spdx:CC-BY-4.0,,MO4,Mus musculus,P45D,,2025-09-24 00:21:17.705048-07:00,,False,0,,,,,,,False,
001603,sub-MO5/sub-MO5_ses-20250924T002134.nwb,0.0572,spdx:CC-BY-4.0,,MO5,Mus musculus,P45D,,2025-09-24 00:21:34.820790-07:00,,False,0,,,,,,,False,
001603,sub-MO14/sub-MO14_ses-20250924T012019_ecephys.nwb,6.6959,spdx:CC-BY-4.0,,MO14,Mus musculus,P45D,,2025-09-24 01:20:19.812510-07:00,,True,1,20000.0,605.74,uint16,"rel_x,rel_y",17.5,819.0,False,
001603,sub-MO6/sub-MO6_ses-20250924T002204.nwb,0.1062,spdx:CC-BY-4.0,,MO6,Mus musculus,P45D,,2025-09-24 00:22:04.911444-07:00,,False,0,,,,,,,False,
001603,sub-MO2/sub-MO2_ses-20250924T011914_ecephys.nwb,7.8425,spdx:CC-BY-4.0,,MO2,Mus musculus,P45D,,2025-09-24 01:19:14.350812-07:00,,True,1,20000.0,606.13,uint16,"rel_x,rel_y",24.748737341529164,1016.0,False,
001603,sub-MO7/sub-MO7_ses-20250924T002140.nwb,0.0629,spdx:CC-BY-4.0,,MO7,Mus musculus,P45D,,2025-09-24 00:21:40.090098-07:00,,False,0,,,,,,,False,
001603,sub-MO5/sub-MO5_ses-20250924T011912_ecephys.nwb,4.7679,spdx:CC-BY-4.0,,MO5,Mus musculus,P45D,,2025-09-24 01:19:12.293234-07:00,,True,1,20000.0,662.86,uint16,"rel_x,rel_y",24.748737341529164,557.0,False,
001603,sub-MO8/sub-MO8_ses-20250924T002130.nwb,0.029,spdx:CC-BY-4.0,,MO8,Mus musculus,P45D,,2025-09-24 00:21:30.425741-07:00,,False,0,,,,,,,False,
001603,sub-MO3/sub-MO3_ses-20250924T012158_ecephys.nwb,7.8863,spdx:CC-BY-4.0,,MO3,Mus musculus,P45D,,2025-09-24 01:21:58.321522-07:00,,True,1,20000.0,602.34,uint16,"rel_x,rel_y",24.748737341529164,1008.0,False,
001603,sub-MO9/sub-MO9_ses-20250924T002131.nwb,0.0992,spdx:CC-BY-4.0,,MO9,Mus musculus,P45D,,2025-09-24 00:21:31.329237-07:00,,False,0,,,,,,,False,
001603,sub-MO4/sub-MO4_ses-20250924T011915_ecephys.nwb,8.0513,spdx:CC-BY-4.0,,MO4,Mus musculus,P45D,,2025-09-24 01:19:15.981606-07:00,,True,1,20000.0,604.5,uint16,"rel_x,rel_y",24.748737341529164,1015.0,False,
001603,sub-PR1/sub-PR1_ses-20250924T002225.nwb,0.0722,spdx:CC-BY-4.0,,PR1,Rattus norvegicus,P20D,,2025-09-24 00:22:25.443462-07:00,,False,0,,,,,,,False,
001603,sub-PR2/sub-PR2_ses-20250924T002227.nwb,0.074,spdx:CC-BY-4.0,,PR2,Rattus norvegicus,P20D,,2025-09-24 00:22:27.570123-07:00,,False,0,,,,,,,False,
001603,sub-PR3/sub-PR3_ses-20250924T002229.nwb,0.0968,spdx:CC-BY-4.0,,PR3,Rattus norvegicus,P20D,,2025-09-24 00:22:29.215874-07:00,,False,0,,,,,,,False,
001603,sub-PR4/sub-PR4_ses-20250924T002230.nwb,0.0614,spdx:CC-BY-4.0,,PR4,Rattus norvegicus,P20D,,2025-09-24 00:22:30.181029-07:00,,False,0,,,,,,,False,
001603,sub-PR5/sub-PR5_ses-20250924T002217.nwb,0.2738,spdx:CC-BY-4.0,,PR5,Mus musculus,P20D,,2025-09-24 00:22:17.544774-07:00,,False,0,,,,,,,True,232.0
001603,sub-PR6/sub-PR6_ses-20250924T002213.nwb,0.0814,spdx:CC-BY-4.0,,PR6,Mus musculus,P20D,,2025-09-24 00:22:13.807264-07:00,,False,0,,,,,,,True,89.0
001603,sub-PR7/sub-PR7_ses-20250924T002220.nwb,0.3734,spdx:CC-BY-4.0,,PR7,Mus musculus,P20D,,2025-09-24 00:22:20.118777-07:00,,False,0,,,,,,,True,430.0
001603,sub-PR8/sub-PR8_ses-20250924T002221.nwb,0.2168,spdx:CC-BY-4.0,,PR8,Mus musculus,P20D,,2025-09-24 00:22:21.677100-07:00,,False,0,,,,,,,True,238.0
001603,sub-MO6/sub-MO6_ses-20250924T011918_ecephys.nwb,8.5263,spdx:CC-BY-4.0,,MO6,Mus musculus,P45D,,2025-09-24 01:19:18.537906-07:00,,True,1,20000.0,623.82,uint16,"rel_x,rel_y",24.748737341529164,1013.0,False,
001603,sub-MO8/sub-MO8_ses-20250924T011920_ecephys.nwb,6.5872,spdx:CC-BY-4.0,,MO8,Mus musculus,P45D,,2025-09-24 01:19:20.063211-07:00,,True,1,20000.0,600.74,uint16,"rel_x,rel_y",17.5,835.0,False,
001603,sub-MO7/sub-MO7_ses-20250924T011919_ecephys.nwb,8.727,spdx:CC-BY-4.0,,MO7,Mus musculus,P45D,,2025-09-24 01:19:19.590289-07:00,,True,1,20000.0,764.23,uint16,"rel_x,rel_y",17.5,862.0,False,
001603,sub-MO9/sub-MO9_ses-20250924T011924_ecephys.nwb,8.5887,spdx:CC-BY-4.0,,MO9,Mus musculus,P45D,,2025-09-24 01:19:24.166439-07:00,,True,1,20000.0,630.96,uint16,"rel_x,rel_y",24.748737341529164,1020.0,False,
